Company,Industry,City,Investors,Round,Amount,Year,State,Employee Size,Funded_Year,Amount_in_crores
FreeCharge,FinTech,Mumbai,Jasper Infotech Pvt Ltd,Private Equity,470.25,2017,Maharashtra,251-500,2017,"₹ 4,70,25,00,000.00"
BlueStone,E-Commerce,Mumbai,Ivycap Ventures Advisors,Private Equity,247.5,2016,Maharashtra,501-1000,2016,"₹ 2,47,50,00,000.00"
Purplle,E-Commerce,Mumbai,Ivycap Ventures Advisors,Private Equity,49.5,2016,Maharashtra,101-250,2016,"₹ 49,50,00,000.00"
Aasaanjobs,Consumer Internet,Mumbai,Inventus Capital Partners,Private Equity,41.25,2016,Maharashtra,101-250,2016,"₹ 41,25,00,000.00"
Toppr,EdTech,Mumbai,Innoven Capital,Private Equity,16.5,2015,Maharashtra,1001-5000,2015,"₹ 16,50,00,000.00"
Care24,Healthcare,Mumbai,India Quotient,Private Equity,33,2016,Maharashtra,101-250,2016,"₹ 33,00,00,000.00"
Kissht,FinTech,Mumbai,India Alternatives Private Equity Fund,Private Equity,247.5,2018,Maharashtra,251-500,2018,"₹ 2,47,50,00,000.00"
NeoGrowth,Finance,Mumbai,IIFL Wealth Management Seed Venture Fund,Private Equity,132,2016,Maharashtra,101-250,2016,"₹ 1,32,00,00,000.00"
Box8,Delivery,Mumbai,IIFL Seed Ventures Fund,Private Equity,61.88,2016,Maharashtra,1001-5000,2016,"₹ 61,88,00,000.00"
BlueStone,E-Commerce,Mumbai,IIFL,Private Equity,247.5,2016,Maharashtra,501-1000,2016,"₹ 2,47,50,00,000.00"
Applied Solar Technologies,Energy,Mumbai,IFC,Private Equity,330.75,2015,Maharashtra,101-250,2015,"₹ 3,30,75,00,000.00"
Aasaanjobs,Consumer Internet,Mumbai,Idg Ventures,Private Equity,41.25,2016,Maharashtra,101-250,2016,"₹ 41,25,00,000.00"
Toppr,EdTech,Mumbai,Helion Ventures Partners,Private Equity,82.5,2015,Maharashtra,1001-5000,2015,"₹ 82,50,00,000.00"
Toppr,EdTech,Mumbai,Helion Ventures Partners,Private Equity,57.75,2017,Maharashtra,1001-5000,2017,"₹ 57,75,00,000.00"
Nykaa,Consumer Internet,Mumbai,Harsh Mariwala,Private Equity,78.38,2015,Maharashtra,1001-5000,2015,"₹ 78,38,00,000.00"
Nykaa,Consumer Internet,Mumbai,Harsh Mariwala,Private Equity,198,2018,Maharashtra,1001-5000,2018,"₹ 1,98,00,00,000.00"
Nykaa,Consumer Internet,Mumbai,Harsh Mariwala,Private Equity,90.75,2018,Maharashtra,1001-5000,2018,"₹ 90,75,00,000.00"
Pepperfry,E-Commerce,Mumbai,Goldman Sachs,Private Equity,258.23,2016,Maharashtra,501-1000,2016,"₹ 2,58,23,00,000.00"
Pepperfry,E-Commerce,Mumbai,Goldman Sachs,Private Equity,825,2015,Maharashtra,501-1000,2015,"₹ 8,25,00,00,000.00"
Applied Solar Technologies,Energy,Mumbai,Future Fund,Private Equity,330.75,2015,Maharashtra,101-250,2015,"₹ 3,30,75,00,000.00"
Kissht,FinTech,Mumbai,Fosun Rz Capital,Private Equity,247.5,2018,Maharashtra,251-500,2018,"₹ 2,47,50,00,000.00"
Toppr,EdTech,Mumbai,Fil Capital Management,Private Equity,57.75,2017,Maharashtra,1001-5000,2017,"₹ 57,75,00,000.00"
Toppr,EdTech,Mumbai,Fidelity Growth Partners India,Private Equity,82.5,2015,Maharashtra,1001-5000,2015,"₹ 82,50,00,000.00"
Kissht,FinTech,Mumbai,Endiya Partners.Nn,Private Equity,247.5,2018,Maharashtra,251-500,2018,"₹ 2,47,50,00,000.00"
Kissht,FinTech,Mumbai,Endiya Partners,Private Equity,16.5,2017,Maharashtra,251-500,2017,"₹ 16,50,00,000.00"
Greenlight Planet,Technology,Mumbai,Eight Roads Ventures,Private Equity,495,2017,Maharashtra,101-250,2017,"₹ 4,95,00,00,000.00"
Hopscotch,E-Commerce,Mumbai,Eduardo Saverin,Private Equity,90.75,2015,Maharashtra,251-500,2015,"₹ 90,75,00,000.00"
Hopscotch,E-Commerce,Mumbai,Eduardo Saverin,Private Equity,107.25,2016,Maharashtra,251-500,2016,"₹ 1,07,25,00,000.00"
RAW Pressery,Food,Mumbai,Dsg Consumer Partners,Private Equity,49.5,2017,Maharashtra,101-250,2017,"₹ 49,50,00,000.00"
Nykaa,Consumer Internet,Mumbai,Dalip Pathak,Private Equity,78.38,2015,Maharashtra,1001-5000,2015,"₹ 78,38,00,000.00"
Nykaa,Consumer Internet,Mumbai,Dalip Pathak,Private Equity,198,2018,Maharashtra,1001-5000,2018,"₹ 1,98,00,00,000.00"
Nykaa,Consumer Internet,Mumbai,Dalip Pathak,Private Equity,90.75,2018,Maharashtra,1001-5000,2018,"₹ 90,75,00,000.00"
Applied Solar Technologies,Energy,Mumbai,Capricorn Investment,Private Equity,330.75,2015,Maharashtra,101-250,2015,"₹ 3,30,75,00,000.00"
Purplle,E-Commerce,Mumbai,Blume Ventures,Private Equity,49.5,2016,Maharashtra,101-250,2016,"₹ 49,50,00,000.00"
Unacademy,Consumer Internet,Mumbai,Blume Ventures,Private Equity,94.88,2017,Maharashtra,251-500,2017,"₹ 94,88,00,000.00"
Imarticus Learning,Education,Mumbai,Blinc Advisors,Private Equity,8.25,2016,Maharashtra,501-1000,2016,"₹ 8,25,00,000.00"
Applied Solar Technologies,Energy,Mumbai,Bessemer Venture Partners,Private Equity,330.75,2015,Maharashtra,101-250,2015,"₹ 3,30,75,00,000.00"
PharmEasy,Healthcare,Mumbai,Bessemer Venture Partners,Private Equity,148.5,2017,Maharashtra,501-1000,2017,"₹ 1,48,50,00,000.00"
Pepperfry,E-Commerce,Mumbai,Bertelsmann India,Private Equity,258.23,2016,Maharashtra,501-1000,2016,"₹ 2,58,23,00,000.00"
Pepperfry,E-Commerce,Mumbai,Bertelsmann India,Private Equity,825,2015,Maharashtra,501-1000,2015,"₹ 8,25,00,00,000.00"
Greenlight Planet,Technology,Mumbai,Bamboo Capital Partners,Private Equity,495,2017,Maharashtra,101-250,2017,"₹ 4,95,00,00,000.00"
Toppr,EdTech,Mumbai,Axis Capital Partners,Private Equity,0.83,2018,Maharashtra,1001-5000,2018,"₹ 83,00,000.00"
Nykaa,Consumer Internet,Mumbai,Atul Nishar,Private Equity,78.38,2015,Maharashtra,1001-5000,2015,"₹ 78,38,00,000.00"
NeoGrowth,Finance,Mumbai,Aspada Investment Advisors,Private Equity,132,2016,Maharashtra,101-250,2016,"₹ 1,32,00,00,000.00"
Aasaanjobs,Consumer Internet,Mumbai,Aspada Investment Advisors,Private Equity,41.25,2016,Maharashtra,101-250,2016,"₹ 41,25,00,000.00"
NeoGrowth,Finance,Mumbai,Aspada Investment Advisors,Private Equity,387.75,2018,Maharashtra,101-250,2018,"₹ 3,87,75,00,000.00"
Greenlight Planet,Technology,Mumbai,Apis Partner,Private Equity,495,2017,Maharashtra,101-250,2017,"₹ 4,95,00,00,000.00"
Imarticus Learning,Education,Mumbai,Amit Nanavati,Private Equity,8.25,2016,Maharashtra,501-1000,2016,"₹ 8,25,00,000.00"
Imarticus Learning,Education,Mumbai,Amit Khanna,Private Equity,8.25,2016,Maharashtra,501-1000,2016,"₹ 8,25,00,000.00"
Alpha Capital,Finance,Mumbai,Alpha Capital,Private Equity,122.1,2018,Maharashtra,101-250,2018,"₹ 1,22,10,00,000.00"
Black Soil,Finance,Mumbai,Allcargo Logistics,Private Equity,140.25,2018,Maharashtra,101-250,2018,"₹ 1,40,25,00,000.00"
BlueStone,E-Commerce,Mumbai,Accel,Private Equity,247.5,2016,Maharashtra,501-1000,2016,"₹ 2,47,50,00,000.00"
Book My Show,Consumer Internet,Mumbai,Accel,Private Equity,676.5,2016,Maharashtra,1001-5000,2016,"₹ 6,76,50,00,000.00"
OfBusiness,FinTech,Gurugram,Zodius Technology Fund,Private Equity,91.58,2016,Haryana,501-1000,2016,"₹ 91,58,00,000.00"
OfBusiness,FinTech,Gurugram,Zodius Capital,Private Equity,239.25,2018,Haryana,501-1000,2018,"₹ 2,39,25,00,000.00"
PolicyBazaar,FinTech,Gurugram,Wellington Management,Private Equity,635.25,2017,Haryana,10000+,2017,"₹ 6,35,25,00,000.00"
Magicpin,Consumer Internet,Gurugram,Waterbridge Ventures,Private Equity,57.75,2017,Haryana,501-1000,2017,"₹ 57,75,00,000.00"
Rivigo,Logistics,Gurugram,Warburg Pincus,Private Equity,618.75,2016,Haryana,1001-5000,2016,"₹ 6,18,75,00,000.00"
Koovs,E-Commerce,Gurugram,Waheed Alli,Private Equity,44.55,2016,Haryana,101-250,2016,"₹ 44,55,00,000.00"
Magicpin,Consumer Internet,Gurugram,Vy Capital,Private Equity,54.45,2017,Haryana,501-1000,2017,"₹ 54,45,00,000.00"
Zomato,Food,Gurugram,Vy Capital,Private Equity,495,2015,Haryana,10000+,2015,"₹ 4,95,00,00,000.00"
WeAreHolidays,Consumer Internet,Gurugram,Urrshila Kerkar,Private Equity,63.53,2017,Haryana,51-100,2017,"₹ 63,53,00,000.00"
MilkBasket,E-Commerce,Gurugram,Unilever Ventures,Private Equity,57.75,2018,Haryana,11-50,2018,"₹ 57,75,00,000.00"
MilkBasket,E-Commerce,Gurugram,Unilever Ventures,Private Equity,24.75,2018,Haryana,11-50,2018,"₹ 24,75,00,000.00"
Yumist,Food,Gurugram,Unilazer Ventures,Private Equity,16.5,2015,Haryana,51-100,2015,"₹ 16,50,00,000.00"
Square Yards,Consumer Internet,Gurugram,Undisclosed Investments,Private Equity,49.5,2015,Haryana,5001-10000,2015,"₹ 49,50,00,000.00"
True Balance,Healthcare,Gurugram,TS Investment,Private Equity,189.75,2018,Haryana,51-100,2018,"₹ 1,89,75,00,000.00"
PolicyBazaar,FinTech,Gurugram,True North,Private Equity,635.25,2017,Haryana,10000+,2017,"₹ 6,35,25,00,000.00"
Mobikwik,FinTech,Gurugram,Tree Line Asia,Private Equity,206.25,2015,Haryana,251-500,2015,"₹ 2,06,25,00,000.00"
Mobikwik,FinTech,Gurugram,Tree Line Asia,Private Equity,54.45,2015,Haryana,251-500,2015,"₹ 54,45,00,000.00"
Lenskart,E-Commerce,Gurugram,Tr Capital,Private Equity,17.74,2015,Haryana,251-500,2015,"₹ 17,74,00,000.00"
Lenskart,E-Commerce,Gurugram,Tpg Growth,Private Equity,17.74,2015,Haryana,251-500,2015,"₹ 17,74,00,000.00"
Lenskart,E-Commerce,Gurugram,Tpg Growth,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
Shuttl,Transportation,Gurugram,Times Internet Ltd,Private Equity,165,2015,Haryana,251-500,2015,"₹ 1,65,00,00,000.00"
Gaana,Entertainment,Gurugram,Times Internet Ltd,Private Equity,948.75,2018,Haryana,251-500,2018,"₹ 9,48,75,00,000.00"
Chaayos,Food,Gurugram,Tiger Global Management,Private Equity,16.5,2017,Haryana,1001-5000,2017,"₹ 16,50,00,000.00"
Grofers,E-Commerce,Gurugram,Tiger Global Management,Private Equity,82.5,2015,Haryana,1001-5000,2015,"₹ 82,50,00,000.00"
ShopClues,E-Commerce,Gurugram,Tiger Global Management,Private Equity,825,2016,Haryana,1001-5000,2016,"₹ 8,25,00,00,000.00"
Grofers,E-Commerce,Gurugram,Tiger Global Management,Private Equity,990.75,2015,Haryana,1001-5000,2015,"₹ 9,90,75,00,000.00"
Grofers,E-Commerce,Gurugram,Tiger Global Management,Private Equity,288.75,2015,Haryana,1001-5000,2015,"₹ 2,88,75,00,000.00"
Grofers,E-Commerce,Gurugram,Tiger Global Management,Private Equity,511.5,2018,Haryana,1001-5000,2018,"₹ 5,11,50,00,000.00"
LimeRoad,E-Commerce,Gurugram,Tiger Global Management,Private Equity,247.5,2015,Haryana,251-500,2015,"₹ 2,47,50,00,000.00"
PolicyBazaar,FinTech,Gurugram,Tiger Global Management,Private Equity,330.75,2015,Haryana,10000+,2015,"₹ 3,30,75,00,000.00"
ShopClues,E-Commerce,Gurugram,Tiger Global Management,Private Equity,825,2015,Haryana,1001-5000,2015,"₹ 8,25,00,00,000.00"
Gaana,Entertainment,Gurugram,Tencent Holdings Ltd,Private Equity,948.75,2018,Haryana,251-500,2018,"₹ 9,48,75,00,000.00"
PolicyBazaar,FinTech,Gurugram,Temasek Holdings,Private Equity,228.53,2018,Haryana,10000+,2018,"₹ 2,28,53,00,000.00"
Zomato,Food,Gurugram,Temasek Holdings,Private Equity,495,2015,Haryana,10000+,2015,"₹ 4,95,00,00,000.00"
Revv,Consumer Internet,Gurugram,Telama Investment,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
Revv,Consumer Internet,Gurugram,Sunjay Kapoor,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
Yumist,Food,Gurugram,Steven Lurie,Private Equity,16.5,2015,Haryana,51-100,2015,"₹ 16,50,00,000.00"
MamaEarth,E-Commerce,Gurugram,Stellaris Venture Partners,Private Equity,33,2018,Haryana,11-50,2018,"₹ 33,00,00,000.00"
PolicyBazaar,FinTech,Gurugram,Softbank Vision Fund,Private Equity,1650.75,2018,Haryana,10000+,2018,"₹ 16,50,75,00,000.00"
True Balance,Healthcare,Gurugram,Softbank Ventures Korea,Private Equity,123.75,2017,Haryana,51-100,2017,"₹ 1,23,75,00,000.00"
OYO,Hospitality,Gurugram,Softbank Group Corp,Private Equity,2062.5,2017,Haryana,10000+,2017,"₹ 20,62,50,00,000.00"
OYO,Hospitality,Gurugram,Softbank Group Corp,Private Equity,825,2015,Haryana,10000+,2015,"₹ 8,25,00,00,000.00"
Grofers,E-Commerce,Gurugram,Softbank Group Corp,Private Equity,990.75,2015,Haryana,1001-5000,2015,"₹ 9,90,75,00,000.00"
Grofers,E-Commerce,Gurugram,Softbank Group Corp,Private Equity,511.5,2018,Haryana,1001-5000,2018,"₹ 5,11,50,00,000.00"
Paper Boat,Food,Gurugram,Sofina Ventures,Private Equity,247.5,2015,Haryana,501-1000,2015,"₹ 2,47,50,00,000.00"
True Balance,Healthcare,Gurugram,Shinhan Bank,Private Equity,189.75,2018,Haryana,51-100,2018,"₹ 1,89,75,00,000.00"
1mg,Healthcare,Gurugram,Sequoia India,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
Grofers,E-Commerce,Gurugram,Sequoia Capital India,Private Equity,82.5,2015,Haryana,1001-5000,2015,"₹ 82,50,00,000.00"
HealthKart,E-Commerce,Gurugram,Sequoia Capital India,Private Equity,99,2016,Haryana,251-500,2016,"₹ 99,00,00,000.00"
OYO,Hospitality,Gurugram,Sequoia Capital India,Private Equity,2062.5,2017,Haryana,10000+,2017,"₹ 20,62,50,00,000.00"
1mg,Healthcare,Gurugram,Sequoia Capital,Private Equity,82.5,2018,Haryana,1001-5000,2018,"₹ 82,50,00,000.00"
1mg,Healthcare,Gurugram,Sequoia Capital,Private Equity,49.5,2015,Haryana,1001-5000,2015,"₹ 49,50,00,000.00"
1mg,Healthcare,Gurugram,Sequoia Capital,Private Equity,123.75,2016,Haryana,1001-5000,2016,"₹ 1,23,75,00,000.00"
Grofers,E-Commerce,Gurugram,Sequoia Capital,Private Equity,990.75,2015,Haryana,1001-5000,2015,"₹ 9,90,75,00,000.00"
Grofers,E-Commerce,Gurugram,Sequoia Capital,Private Equity,288.75,2015,Haryana,1001-5000,2015,"₹ 2,88,75,00,000.00"
Ixigo,Travel,Gurugram,Sequoia Capital,Private Equity,123.75,2017,Haryana,101-250,2017,"₹ 1,23,75,00,000.00"
Mobikwik,FinTech,Gurugram,Sequoia Capital,Private Equity,206.25,2015,Haryana,251-500,2015,"₹ 2,06,25,00,000.00"
Mobikwik,FinTech,Gurugram,Sequoia Capital,Private Equity,54.45,2015,Haryana,251-500,2015,"₹ 54,45,00,000.00"
NearBuy,Consumer Internet,Gurugram,Sequoia Capital,Private Equity,132,2015,Haryana,501-1000,2015,"₹ 1,32,00,00,000.00"
OYO,Hospitality,Gurugram,Sequoia Capital,Private Equity,825,2015,Haryana,10000+,2015,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Sequoia Capital,Private Equity,206.25,2015,Haryana,10000+,2015,"₹ 2,06,25,00,000.00"
Shuttl,Transportation,Gurugram,Sequoia Capital,Private Equity,165,2015,Haryana,251-500,2015,"₹ 1,65,00,00,000.00"
SirionLabs,SaaS,Gurugram,Sequoia Capital,Private Equity,101.06,2016,Haryana,101-250,2016,"₹ 1,01,06,00,000.00"
Aye Finance,Finance,Gurugram,Saif Partners,Private Equity,24.75,2015,Haryana,501-1000,2015,"₹ 24,75,00,000.00"
AyeFinance,Finance,Gurugram,Saif Partners,Private Equity,177.38,2018,Haryana,501-1000,2018,"₹ 1,77,38,00,000.00"
Rivigo,Logistics,Gurugram,Saif Partners,Private Equity,247.5,2015,Haryana,1001-5000,2015,"₹ 2,47,50,00,000.00"
Spinny,E-Commerce,Gurugram,Undisclosed Investments,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
Lenskart,E-Commerce,Gurugram,Ronnie Screwvala,Private Equity,28.88,2017,Haryana,251-500,2017,"₹ 28,88,00,000.00"
Axtria,Data Analytics,Gurugram,Richard S. Braddock,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
PolicyBazaar,FinTech,Gurugram,Ribbit Capital,Private Equity,330.75,2015,Haryana,10000+,2015,"₹ 3,30,75,00,000.00"
Square Yards,Consumer Internet,Gurugram,Re Hoffman,Private Equity,82.5,2017,Haryana,5001-10000,2017,"₹ 82,50,00,000.00"
FabHotels,Hospitality,Gurugram,Rb Investments,Private Equity,66,2016,Haryana,51-100,2016,"₹ 66,00,00,000.00"
Lenskart,E-Commerce,Gurugram,Ratan Tata,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
Rivigo,Logistics,Gurugram,Private Sector Banks,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
PolicyBazaar,FinTech,Gurugram,Premji Invest,Private Equity,330.75,2015,Haryana,10000+,2015,"₹ 3,30,75,00,000.00"
ShopClues,E-Commerce,Gurugram,Other Investors,Private Equity,825,2015,Haryana,1001-5000,2015,"₹ 8,25,00,00,000.00"
Yumist,Food,Gurugram,Orios Venture Partners,Private Equity,16.5,2015,Haryana,51-100,2015,"₹ 16,50,00,000.00"
Yumist,Food,Gurugram,Orios Venture Partner,Private Equity,8.25,2015,Haryana,51-100,2015,"₹ 8,25,00,000.00"
Shuttl,Transportation,Gurugram,One More Fund,Private Equity,165,2015,Haryana,251-500,2015,"₹ 1,65,00,00,000.00"
Spinny,E-Commerce,Gurugram,Pavestone Ventures,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
1mg,Healthcare,Gurugram,Omidyar Networks,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
1mg,Healthcare,Gurugram,Omidyar Networks,Private Equity,49.5,2015,Haryana,1001-5000,2015,"₹ 49,50,00,000.00"
1mg,Healthcare,Gurugram,Omidyar Networks,Private Equity,123.75,2016,Haryana,1001-5000,2016,"₹ 1,23,75,00,000.00"
HealthKart,E-Commerce,Gurugram,Omidyar Networks,Private Equity,99,2016,Haryana,251-500,2016,"₹ 99,00,00,000.00"
ShopClues,E-Commerce,Gurugram,Nexus Venture Partners,Private Equity,825,2016,Haryana,1001-5000,2016,"₹ 8,25,00,00,000.00"
Mobikwik,FinTech,Gurugram,Net1 Ueps Technologies Inc,Private Equity,330.75,2016,Haryana,251-500,2016,"₹ 3,30,75,00,000.00"
True Balance,Healthcare,Gurugram,Naver,Private Equity,189.75,2018,Haryana,51-100,2018,"₹ 1,89,75,00,000.00"
Koovs,E-Commerce,Gurugram,Nahata Family,Private Equity,44.55,2016,Haryana,101-250,2016,"₹ 44,55,00,000.00"
Mobikwik,FinTech,Gurugram,Mediatek,Private Equity,412.5,2016,Haryana,251-500,2016,"₹ 4,12,50,00,000.00"
1mg,Healthcare,Gurugram,Maverick Capital Ventures,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
1mg,Healthcare,Gurugram,Maverick Capital Ventures,Private Equity,123.75,2016,Haryana,1001-5000,2016,"₹ 1,23,75,00,000.00"
1mg,Healthcare,Gurugram,Maverick Capital Ventures,Private Equity,82.5,2018,Haryana,1001-5000,2018,"₹ 82,50,00,000.00"
OfBusiness,FinTech,Gurugram,Matrix Partners India,Private Equity,41.25,2016,Haryana,501-1000,2016,"₹ 41,25,00,000.00"
OfBusiness,FinTech,Gurugram,Matrix Partners India,Private Equity,239.25,2018,Haryana,501-1000,2018,"₹ 2,39,25,00,000.00"
LimeRoad,E-Commerce,Gurugram,Matrix Partners,Private Equity,247.5,2015,Haryana,251-500,2015,"₹ 2,47,50,00,000.00"
OfBusiness,FinTech,Gurugram,Matrix Partners,Private Equity,91.58,2016,Haryana,501-1000,2016,"₹ 91,58,00,000.00"
MakeMyTrip,Consumer Internet,Gurugram,Makemytrip Limited,Private Equity,82.5,2018,Haryana,1001-5000,2018,"₹ 82,50,00,000.00"
Bona Vita,Travel,Gurugram,Makemytrip Limited,Private Equity,41.25,2015,Haryana,11-50,2015,"₹ 41,25,00,000.00"
Square Yards,Consumer Internet,Gurugram,Lohia Group,Private Equity,82.5,2017,Haryana,5001-10000,2017,"₹ 82,50,00,000.00"
True Balance,Healthcare,Gurugram,Line Ventures Corporation,Private Equity,189.75,2018,Haryana,51-100,2018,"₹ 1,89,75,00,000.00"
True Balance,Healthcare,Gurugram,Line Corp,Private Equity,189.75,2018,Haryana,51-100,2018,"₹ 1,89,75,00,000.00"
OYO,Hospitality,Gurugram,Lightspeed Venture Partners,Private Equity,206.25,2015,Haryana,10000+,2015,"₹ 2,06,25,00,000.00"
LimeRoad,E-Commerce,Gurugram,Lightspeed Venture Partners,Private Equity,247.5,2015,Haryana,251-500,2015,"₹ 2,47,50,00,000.00"
Magicpin,Consumer Internet,Gurugram,Lightspeed Venture Partners,Private Equity,54.45,2017,Haryana,501-1000,2017,"₹ 54,45,00,000.00"
OYO,Hospitality,Gurugram,Lightspeed Venture Partners,Private Equity,2062.5,2017,Haryana,10000+,2017,"₹ 20,62,50,00,000.00"
Magicpin,Consumer Internet,Gurugram,Lightspeed India Partners,Private Equity,57.75,2017,Haryana,501-1000,2017,"₹ 57,75,00,000.00"
Magicpin,Consumer Internet,Gurugram,Lightspeed India Partners,Private Equity,24.75,2016,Haryana,501-1000,2016,"₹ 24,75,00,000.00"
OYO,Hospitality,Gurugram,Lightspeed India Partners,Private Equity,825,2015,Haryana,10000+,2015,"₹ 8,25,00,00,000.00"
Droom,E-Commerce,Gurugram,Lightbox Ventures,Private Equity,132,2015,Haryana,251-500,2015,"₹ 1,32,00,00,000.00"
AyeFinance,Finance,Gurugram,Lgt Impact Ventures,Private Equity,177.38,2018,Haryana,501-1000,2018,"₹ 1,77,38,00,000.00"
Spinny,E-Commerce,Gurugram,Kunal Shah,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
Lenskart,E-Commerce,Gurugram,Kris Gopalakrishnan,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
IndianRoots,E-Commerce,Gurugram,Kjs Group,Private Equity,41.25,2015,Haryana,101-250,2015,"₹ 41,25,00,000.00"
Ixigo,Travel,Gurugram,Kinzon Capital,Private Equity,123.75,2017,Haryana,101-250,2017,"₹ 1,23,75,00,000.00"
CashKaro,FinTech,Gurugram,Kalaari Capital,Private Equity,30.53,2015,Haryana,51-100,2015,"₹ 30,53,00,000.00"
MilkBasket,E-Commerce,Gurugram,Kalaari Capital,Private Equity,57.75,2018,Haryana,11-50,2018,"₹ 57,75,00,000.00"
1mg,Healthcare,Gurugram,Kae Capital,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
1mg,Healthcare,Gurugram,Kae Capital,Private Equity,49.5,2015,Haryana,1001-5000,2015,"₹ 49,50,00,000.00"
HealthKart,E-Commerce,Gurugram,Kae Capital,Private Equity,99,2016,Haryana,251-500,2016,"₹ 99,00,00,000.00"
Lenskart,E-Commerce,Gurugram,International Finance Corp,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
AyeFinance,Finance,Gurugram,Intellegrow,Private Equity,31.35,2018,Haryana,501-1000,2018,"₹ 31,35,00,000.00"
1mg,Healthcare,Gurugram,Intel Capital,Private Equity,49.5,2015,Haryana,1001-5000,2015,"₹ 49,50,00,000.00"
Mobikwik,FinTech,Gurugram,Innoven Capital,Private Equity,54.45,2015,Haryana,251-500,2015,"₹ 54,45,00,000.00"
ShopClues,E-Commerce,Gurugram,Innoven Capital,Private Equity,63.53,2017,Haryana,1001-5000,2017,"₹ 63,53,00,000.00"
PolicyBazaar,FinTech,Gurugram,Info Edge Ltd,Private Equity,1650.75,2018,Haryana,10000+,2018,"₹ 16,50,75,00,000.00"
PolicyBazaar,FinTech,Gurugram,Info Edge Ltd,Private Equity,228.53,2018,Haryana,10000+,2018,"₹ 2,28,53,00,000.00"
Zomato,Food,Gurugram,Info Edge Ltd,Private Equity,206.25,2015,Haryana,10000+,2015,"₹ 2,06,25,00,000.00"
Spinny,E-Commerce,Gurugram,Indian Angel Network,Private Equity,8.25,2017,Haryana,251-500,2017,"₹ 8,25,00,000.00"
True Balance,Healthcare,Gurugram,Imm Investment,Private Equity,123.75,2017,Haryana,51-100,2017,"₹ 1,23,75,00,000.00"
Lenskart,E-Commerce,Gurugram,Idg Ventures,Private Equity,495,2016,Haryana,251-500,2016,"₹ 4,95,00,00,000.00"
Lenskart,E-Commerce,Gurugram,Idg Ventures,Private Equity,17.74,2015,Haryana,251-500,2015,"₹ 17,74,00,000.00"
Revv,Consumer Internet,Gurugram,Hyundai,Private Equity,117.73,2018,Haryana,101-250,2018,"₹ 1,17,73,00,000.00"
AyeFinance,Finance,Gurugram,Hinduja Leyl,Private Equity,31.35,2018,Haryana,501-1000,2018,"₹ 31,35,00,000.00"
Paper Boat,Food,Gurugram,Hillhouse Capital,Private Equity,247.5,2015,Haryana,501-1000,2015,"₹ 2,47,50,00,000.00"
OYO,Hospitality,Gurugram,Hero Enterprise,Private Equity,2062.5,2017,Haryana,10000+,2017,"₹ 20,62,50,00,000.00"
Axtria,Data Analytics,Gurugram,Helion Venture Partners,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
1mg,Healthcare,Gurugram,Hbm Healthcare Investments Ltd,Private Equity,82.5,2018,Haryana,1001-5000,2018,"₹ 82,50,00,000.00"
1mg,Healthcare,Gurugram,Hbm Healthcare Investments,Private Equity,123.75,2017,Haryana,1001-5000,2017,"₹ 1,23,75,00,000.00"
OYO,Hospitality,Gurugram,Greenoaks Capital,Private Equity,2062.5,2017,Haryana,10000+,2017,"₹ 20,62,50,00,000.00"
OYO,Hospitality,Gurugram,Greenoaks Capital,Private Equity,825,2015,Haryana,10000+,2015,"₹ 8,25,00,00,000.00"
OYO,Hospitality,Gurugram,Greenoaks Capital,Private Equity,206.25,2015,Haryana,10000+,2015,"₹ 2,06,25,00,000.00"
FabHotels,Consumer Internet,Gurugram,Goldman Sachs,Private Equity,206.25,2017,Haryana,51-100,2017,"₹ 2,06,25,00,000.00"
Mobikwik,FinTech,Gurugram,Gmo Payment Gateway,Private Equity,412.5,2016,Haryana,251-500,2016,"₹ 4,12,50,00,000.00"
ShopClues,E-Commerce,Gurugram,Gic,Private Equity,825,2016,Haryana,1001-5000,2016,"₹ 8,25,00,00,000.00"
Axtria,Data Analytics,Gurugram,Fred Khosravi,Private Equity,247.5,2015,Haryana,101-250,2015,"₹ 2,47,50,00,000.00"
